item_type,speed,name,price,capacity,cache,form_factor,interface
hdd,7200.0,Seagate Barracuda ES.2,331.0,750.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Barracuda XT,777.73,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba MK2576GSX,160.32,250.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Red Pro,919.94,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Blue,801.6,5000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Seagate Enterprise Performance,498.3,1200.0,128.0,3.5,SAS 12.0 Gb/s
hdd,5400.0,Seagate SkyHawk Surveillance,563.29,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,3657.05,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5640.0,Western Digital Purple,688.95,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple,1767.86,18000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Seagate SkyHawk Surveillance +Rescue,485.21,3000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E8,458.34,1000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG08ADA400E,736.57,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1653.78,16000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E10 512e/4Kn,683.1,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba S300,841.25,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi 7K1000.B,165.91,160.0,8.0,3.5,SATA 3.0 Gb/s
hdd,15000.0,Seagate Cheetah 15K.7,333.64,600.0,16.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,303.22,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Constellation ES,233.94,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar SE16,346.55,320.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Hitachi Travelstar 5K500.B,519.92,500.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Purple,308.03,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Red Pro,950.88,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital SE,450.63,1000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda Pro,1143.83,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,10500.0,Hitachi Ultrastar,856.76,1800.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate IronWolf Pro,1191.58,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X14,1614.04,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate EXOS Enterprise,342.31,2000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,558.52,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Blue Mobile,332.04,500.0,16.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1297.78,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE3,230.65,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,600.68,750.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi 7K1000,173.28,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Black,346.42,500.0,32.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital AV-GP,276.45,1000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,649.69,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Toshiba MK6465GSX,168.99,640.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-25,97.06,320.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Toshiba PH2100U-1I54,372.59,1000.0,8.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Red,801.6,5000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,1015.87,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,985.28,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Blue,519.92,6000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Lenovo ThinkStation,3878.04,6000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,1732.98,8000.0,256.0,3.5,SAS 6.0 Gb/s
hdd,5400.0,Western Digital Purple,1208.91,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1065.87,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,789.26,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,129.77,250.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Blue,413.58,320.0,8.0,3.5,PATA 100
hdd,7200.0,Seagate Constellation.2,389.88,1000.0,64.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE,297.68,500.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk,1046.42,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,316.31,500.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital AV-GP,216.43,160.0,8.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi E7K1000,303.31,500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi 7K1000.C,2157.83,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Scorpio Black,346.64,500.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Travelstar Z7K320,379.35,250.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Travelstar 7K750,332.47,750.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Momentus Thin,125.66,320.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-GP,129.43,320.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Toshiba PH3300U-1I72,563.25,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5760.0,Western Digital Ae,606.58,6000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,1192.53,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,359.6,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi 0F27402,1116.74,10000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He10,1252.24,10000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,541.62,2000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1744.03,14000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG04ACA200E,597.43,2000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple,1118.0,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate EXOS Enterprise,1050.32,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG08ADA600E,736.57,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He8,1078.92,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Seagate ST600MM0158,234.37,600.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Western Digital RE,194.98,250.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital WDBSLA0010HNC-NRSN,277.27,1000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,830.07,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,15000.0,Seagate Enterprise Performance,880.51,600.0,256.0,2.5,SAS 12.0 Gb/s
hdd,10000.0,Seagate Enterprise Performance,1391.98,2400.0,256.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1186.98,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1516.51,16000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1338.33,10000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Scorpio Black,389.97,160.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Toshiba MG04ACA600E,727.94,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba S300 Pro,996.55,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,1420.14,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1500.56,14000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,862.27,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE2,428.75,750.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Scorpio Black,194.98,320.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,195.2,160.0,8.0,2.5,SATA 1.5 Gb/s
hdd,7200.0,Seagate Momentu,168.47,500.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate BarraCuda,368.3,160.0,8.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-GP,508.95,2000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Blue,342.31,750.0,32.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,346.55,500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,433.08,750.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate BarraCuda,237.88,250.0,8.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Momentus 7200.4,212.32,500.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Constellation.2,212.32,250.0,64.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Seagate Momentus 5400.6,147.32,320.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-GP,422.6,3000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Lenovo 0A89478,617.89,3000.0,32.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,277.31,2000.0,16.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,428.97,500.0,16.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Western Digital Black,238.32,320.0,16.0,2.5,SATA 6.0 Gb/s
hdd,5900.0,Seagate ST4000NC001,602.29,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5900.0,Seagate ST4000VX000,688.9,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise,897.32,6000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate ST2000NM0024,1026.92,2000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He8,3457.73,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital WDBH2D5000ENC-NRSN,151.66,500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate EXOS Enterprise,662.0,1000.0,,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,433.04,3000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,1148.24,4000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Western Digital RE,1102.53,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1165.58,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG06ACA10TE,1047.59,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He10,1056.08,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba Slim L200,237.41,500.0,8.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,2103.54,6000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1883.6,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Constellation.2,177.65,1000.0,64.0,2.5,SAS 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar 7K6000,601.07,6000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,10000.0,Hitachi Ultrastar C10K1200,423.46,1200.0,64.0,2.5,SAS 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,806.67,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,15000.0,Seagate ST3146356SS-IM,238.32,146.0,16.0,3.5,SAS 3.0 Gb/s
hdd,7200.0,Toshiba S300 Pro,688.95,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG06ACA600E,693.24,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi A7K2000,158.02,500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Red Pro,1165.36,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1208.91,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba S300 Pro,1212.16,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Momentus XT,238.32,750.0,32.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,450.55,250.0,8.0,2.5,SATA 3.0 Gb/s
hdd,10000.0,Dell K054N,452.8,600.0,16.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Western Digital Gold,1223.86,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,714.94,500.0,16.0,3.5,PATA 100
hdd,7200.0,Seagate Enterprise Capacity,1024.23,2000.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Toshiba MG06ACA800E,1213.2,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1039.92,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba S300 Pro,1329.32,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE2-GP,252.53,1000.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Scorpio Black,216.43,160.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,142.99,250.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi 7K1000.C,573.56,250.0,8.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Samsung Spinpoint M7E,173.32,320.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Barracuda ES,411.51,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Seagate Momentus,168.94,500.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Momentus 7200.4,238.32,320.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,129.77,320.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-25,862.27,500.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-GP,138.66,160.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Constellation ES.3,346.64,3000.0,128.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES.3,846.88,1000.0,128.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Western Digital SE,628.28,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5900.0,Seagate ST4000VM000,522.13,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Lenovo ThinkPad,428.97,500.0,32.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Constellation.2,888.26,500.0,64.0,2.5,SAS 6.0 Gb/s
hdd,7200.0,Hitachi Travelstar Z7K500,649.95,500.0,32.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba PH3400U-1I72,645.62,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Seagate ST900MM0128,558.96,900.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate ST6000NM0014,649.95,6000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Hitachi Ultrastar 7K6000,2801.46,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple NV,589.29,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Seagate Momentus 5400.3,168.99,80.0,8.0,2.5,PATA 44-Pin 100
hdd,7200.0,Seagate Barracuda 7200.9,203.65,160.0,8.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,1050.54,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,662.91,6000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi 0F10942,541.62,2000.0,32.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1122.25,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,324.24,1000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,901.22,1000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,10000.0,Seagate Enterprise Performance,1195.99,1200.0,256.0,3.5,SAS 12.0 Gb/s
hdd,10000.0,Seagate Enterprise Performance,918.12,1800.0,256.0,3.5,SAS 12.0 Gb/s
hdd,15000.0,Seagate Enterprise Performance,600.12,300.0,256.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1169.87,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba S300 Pro,844.89,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He10,1408.22,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5900.0,Seagate ST500VM000,177.65,500.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He10,4194.34,10000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Toshiba N300,1295.57,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E10 512e/4Kn,589.24,2000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1761.23,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1065.79,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He8,1408.22,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Samsung Spinpoint M5,147.11,160.0,8.0,2.5,PATA 44-Pin 100
hdd,5400.0,Seagate ST500LT032,267.3,500.0,16.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise,1627.56,8000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,15000.0,Seagate Enterprise Performance,569.01,300.0,256.0,2.5,SAS 12.0 Gb/s
hdd,5400.0,Toshiba S300,467.92,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Ultrastar DC HC550,2760.08,16000.0,512.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Toshiba MG09 512e,1148.2,12000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,5900.0,Western Digital RE4-GP,981.12,2000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital RE3,263.14,750.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital RE2-GP,649.69,750.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,259.98,750.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,658.75,640.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,305.87,320.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-GP,112.61,320.0,8.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi 7K1000.C,1213.02,750.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Hitachi 0Y30055,584.96,500.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Constellation,517.58,160.0,32.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Momentus 7200.4,125.44,160.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-25,649.95,500.0,32.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Seagate Momentus 5400.6,325.19,500.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Travelstar 7K500,457.78,500.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-25,476.63,250.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Momentus XT,812.44,500.0,32.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Constellation ES.3,796.19,4000.0,128.0,3.5,SAS 6.0 Gb/s
hdd,5400.0,Western Digital Blue,397.55,250.0,8.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG03SCA,200.18,1000.0,64.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,433.26,1000.0,64.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES.2,541.62,3000.0,64.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,520.52,500.0,64.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Constellation Product Series:ES.3,758.28,4000.0,128.0,3.5,SAS 6.0 Gb/s
hdd,5400.0,Western Digital WDBMYH5000ANC-NRSN,299.45,500.0,8.0,2.5,SATA 3.0 Gb/s
hdd,15000.0,IBM 43X0805,862.27,300.0,16.0,3.5,SAS 3.0 Gb/s
hdd,7200.0,IBM 90Y8572,1750.19,2000.0,,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate ST320LM010,325.93,320.0,32.0,2.5,SATA 6.0 Gb/s
hdd,15000.0,Seagate Savvio 15K.3,526.24,300.0,64.0,2.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate ST2000NM0054,541.62,2000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate ST2000NX0273,1061.58,2000.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate ST6000NM0104,771.27,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Black,294.17,320.0,32.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate ST1000NX0333,435.6,1000.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate ST2000NX0343,1602.99,2000.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate ST1000NX0373,308.64,1000.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate Enterprise NAS,1642.21,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Barracuda ES,194.98,250.0,16.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,954.56,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar,974.92,6000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Hitachi 0F22941,758.28,4000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He8,4127.44,6000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He8,1562.05,6000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Hitachi 0F27406,558.96,8000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,10000.0,Seagate Enterprise Performance,407.26,300.0,128.0,2.5,SAS 12.0 Gb/s
hdd,5400.0,Western Digital AV,116.99,320.0,,2.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,693.28,4000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,862.27,6000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,10000.0,Seagate Enterprise Performance,541.62,600.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Toshiba MG05ACA800E,1577.56,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG08,1711.54,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1122.25,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Barracuda ES.2,346.55,250.0,32.0,3.5,SATA 3.0 Gb/s
